web-scraper-order,web-scraper-start-url,category,category-href,company,rating
"1593890470-3441","https://thegoodshoppingguide.com/","Ethical Furniture‍‍‍","https://thegoodshoppingguide.com/subject/ethical-furniture%e2%80%8d%e2%80%8d%e2%80%8d/","Heal's","32"
"1593890497-3698","https://thegoodshoppingguide.com/","Ethical Shampoo & Conditioner","https://thegoodshoppingguide.com/subject/shampoo-conditioner/","Jackson & Willow","92"
"1593890448-3228","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","Admiral","66"
"1593890564-4189","https://thegoodshoppingguide.com/","Ethical Beer, Lager and Cider","https://thegoodshoppingguide.com/subject/beer-lager-and-cider/","Budweiser","50"
"1593890510-3806","https://thegoodshoppingguide.com/","Ethical Cold Remedies","https://thegoodshoppingguide.com/subject/ethical-cold-remedies/","Cold-Eeze","50"
"1593890444-3198","https://thegoodshoppingguide.com/","Ethical Mortgages","https://thegoodshoppingguide.com/subject/ethical-mortgages/","AIB","72"
"1593890570-4228","https://thegoodshoppingguide.com/","Ethical Shoes & Trainers","https://thegoodshoppingguide.com/subject/shoes-trainers/","Mizuno","65"
"1593890457-3317","https://thegoodshoppingguide.com/","Ethical Vaccum Cleaners","https://thegoodshoppingguide.com/subject/vaccum-cleaners/","Rowenta","86"
"1593890551-4105","https://thegoodshoppingguide.com/","Ethical Cat & Dog Food","https://thegoodshoppingguide.com/subject/cat-dog-food/","Royal Canin","32"
"1593890448-3242","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","Direct Line","55"
"1593890546-4020","https://thegoodshoppingguide.com/","Ethical Coffee","https://thegoodshoppingguide.com/subject/coffee/","Taylors of Harrogate","88"
"1593890477-3492","https://thegoodshoppingguide.com/","Ethical Dishwashers","https://thegoodshoppingguide.com/subject/dishwashers/","Belling","82"
"1593890573-4251","https://thegoodshoppingguide.com/","Ethical Fashion Retailers","https://thegoodshoppingguide.com/subject/ethical-fashion-retailers/","ASOS","75"
"1593890508-3787","https://thegoodshoppingguide.com/","Ethical Feminine Care","https://thegoodshoppingguide.com/subject/ethical-feminine-care/","TOTM","100"
"1593890483-3562","https://thegoodshoppingguide.com/","Ethical Boilers","https://thegoodshoppingguide.com/subject/boilers/","Keston Boilers","86"
"1593890505-3760","https://thegoodshoppingguide.com/","Ethical Make Up","https://thegoodshoppingguide.com/subject/make-up/","PHB Ethical Beauty","92"
"1593890497-3721","https://thegoodshoppingguide.com/","Ethical Shampoo & Conditioner","https://thegoodshoppingguide.com/subject/shampoo-conditioner/","Schwarzkofp","38"
"1593890438-3160","https://thegoodshoppingguide.com/","Ethical Mobile Phones","https://thegoodshoppingguide.com/subject/mobile-phones/","Honor","63"
"1593890570-4218","https://thegoodshoppingguide.com/","Ethical Shoes & Trainers","https://thegoodshoppingguide.com/subject/shoes-trainers/","Vegetarian Shoes","77"
"1593890486-3582","https://thegoodshoppingguide.com/","Ethical Vitamins","https://thegoodshoppingguide.com/subject/ethical-vitamins/","Boots","46"
"1593890573-4247","https://thegoodshoppingguide.com/","Ethical Fashion Retailers","https://thegoodshoppingguide.com/subject/ethical-fashion-retailers/","Whistles","82"
"1593890459-3338","https://thegoodshoppingguide.com/","Ethical Televisions","https://thegoodshoppingguide.com/subject/televisions/","Ferguson","73"
"1593890444-3210","https://thegoodshoppingguide.com/","Ethical Mortgages","https://thegoodshoppingguide.com/subject/ethical-mortgages/","Lloyds Bank","33"
"1593890527-3922","https://thegoodshoppingguide.com/","Ethical Soft Drinks","https://thegoodshoppingguide.com/subject/soft-drinks/","Ribena","31"
"1593890435-3139","https://thegoodshoppingguide.com/","Ethical PC's, Laptops and Tablets","https://thegoodshoppingguide.com/subject/pcs-laptops-and-tablets/","Broadleaf","79"
"1593890566-4191","https://thegoodshoppingguide.com/","Ethical Bananas","https://thegoodshoppingguide.com/subject/bananas/","Fyffes","83"
"1593890551-4069","https://thegoodshoppingguide.com/","Ethical Cat & Dog Food","https://thegoodshoppingguide.com/subject/cat-dog-food/","Yarrah","95"
"1593890495-3667","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","The Body Shop","81"
"1593890505-3779","https://thegoodshoppingguide.com/","Ethical Make Up","https://thegoodshoppingguide.com/subject/make-up/","No7","42"
"1593890497-3703","https://thegoodshoppingguide.com/","Ethical Shampoo & Conditioner","https://thegoodshoppingguide.com/subject/shampoo-conditioner/","The Body Shop","81"
"1593890549-4050","https://thegoodshoppingguide.com/","Ethical Chocolate","https://thegoodshoppingguide.com/subject/chocolate/","Lindt","50"
"1593890525-3897","https://thegoodshoppingguide.com/","Ethical Soup","https://thegoodshoppingguide.com/subject/soup/","Suma","96"
"1593890534-3948","https://thegoodshoppingguide.com/","Ethical Jam and Spreads","https://thegoodshoppingguide.com/subject/jam-and-spreads/","Frank Cooper","71"
"1593890477-3497","https://thegoodshoppingguide.com/","Ethical Dishwashers","https://thegoodshoppingguide.com/subject/dishwashers/","Bosch","73"
"1593890475-3472","https://thegoodshoppingguide.com/","Ethical Flower Delivery Companies","https://thegoodshoppingguide.com/subject/ethical-flower-delivery-companies/","eFlorist","80"
"1593890448-3241","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","Churchill","55"
"1593890573-4278","https://thegoodshoppingguide.com/","Ethical Fashion Retailers","https://thegoodshoppingguide.com/subject/ethical-fashion-retailers/","Warehouse","50"
"1593890495-3685","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","L'Oreal","42"
"1593890503-3748","https://thegoodshoppingguide.com/","Ethical Nappies","https://thegoodshoppingguide.com/subject/nappies/","Bambino Mio (washable)","79"
"1593890562-4169","https://thegoodshoppingguide.com/","Ethical Biscuits","https://thegoodshoppingguide.com/subject/biscuits/","KitKat","46"
"1593890461-3366","https://thegoodshoppingguide.com/","Ethical Paint","https://thegoodshoppingguide.com/subject/paint/","Leyland","33"
"1593890453-3288","https://thegoodshoppingguide.com/","Ethical Washing Up Liquid","https://thegoodshoppingguide.com/subject/washing-up-liquid/","Method","36"
"1593890534-3953","https://thegoodshoppingguide.com/","Ethical Jam and Spreads","https://thegoodshoppingguide.com/subject/jam-and-spreads/","Stute","62"
"1593890481-3542","https://thegoodshoppingguide.com/","Ethical Cleaners","https://thegoodshoppingguide.com/subject/ethical-cleaners/","Astonish","68"
"1593890464-3371","https://thegoodshoppingguide.com/","Ethical Laundry Detergents","https://thegoodshoppingguide.com/subject/laundry-detergents/","Faith in Nature","95"
"1593890440-3175","https://thegoodshoppingguide.com/","Ethical Mobile Networks","https://thegoodshoppingguide.com/subject/mobile-networks/","Vodafone","65"
"1593890477-3507","https://thegoodshoppingguide.com/","Ethical Dishwashers","https://thegoodshoppingguide.com/subject/dishwashers/","LG","55"
"1593890475-3470","https://thegoodshoppingguide.com/","Ethical Flower Delivery Companies","https://thegoodshoppingguide.com/subject/ethical-flower-delivery-companies/","Serenata Flowers","80"
"1593890555-4125","https://thegoodshoppingguide.com/","Ethical Breakfast Cereal","https://thegoodshoppingguide.com/subject/breakfast-cereal/","Shredded Wheat","46"
"1593890448-3238","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","Legal & General","61"
"1593890557-4139","https://thegoodshoppingguide.com/","Ethical Bread","https://thegoodshoppingguide.com/subject/bread/","Allinson","54"
"1593890512-3818","https://thegoodshoppingguide.com/","Ethical Yoghurt","https://thegoodshoppingguide.com/subject/yoghurt/","Sojasun","71"
"1593890542-3997","https://thegoodshoppingguide.com/","Ethical Cooking Oil","https://thegoodshoppingguide.com/subject/cooking-oil/","Flora","54"
"1593890472-3457","https://thegoodshoppingguide.com/","Ethical Fridges & Freezers","https://thegoodshoppingguide.com/subject/fridges-freezers/","Gaggenau","73"
"1593890570-4235","https://thegoodshoppingguide.com/","Ethical Shoes & Trainers","https://thegoodshoppingguide.com/subject/shoes-trainers/","Rocket Dog","61"
"1593890505-3756","https://thegoodshoppingguide.com/","Ethical Make Up","https://thegoodshoppingguide.com/subject/make-up/","Green People","100"
"1593890570-4216","https://thegoodshoppingguide.com/","Ethical Shoes & Trainers","https://thegoodshoppingguide.com/subject/shoes-trainers/","Bourgeois Boheme","77"
"1593890540-3986","https://thegoodshoppingguide.com/","Ethical Crisps","https://thegoodshoppingguide.com/subject/crisps/","Highlander Snacks","62"
"1593890479-3513","https://thegoodshoppingguide.com/","Ethical Cookers","https://thegoodshoppingguide.com/subject/cookers/","Candy","91"
"1593890570-4243","https://thegoodshoppingguide.com/","Ethical Shoes & Trainers","https://thegoodshoppingguide.com/subject/shoes-trainers/","Converse","35"
"1593890459-3333","https://thegoodshoppingguide.com/","Ethical Televisions","https://thegoodshoppingguide.com/subject/televisions/","Goodmans","77"
"1593890464-3383","https://thegoodshoppingguide.com/","Ethical Laundry Detergents","https://thegoodshoppingguide.com/subject/laundry-detergents/","Method","36"
"1593890521-3874","https://thegoodshoppingguide.com/","Ethical Supermarkets","https://thegoodshoppingguide.com/subject/supermarkets/","Marks & Spencer","71"
"1593890512-3821","https://thegoodshoppingguide.com/","Ethical Yoghurt","https://thegoodshoppingguide.com/subject/yoghurt/","Onken","58"
"1593890483-3554","https://thegoodshoppingguide.com/","Ethical Boilers","https://thegoodshoppingguide.com/subject/boilers/","EcoMax","91"
"1593890549-4058","https://thegoodshoppingguide.com/","Ethical Chocolate","https://thegoodshoppingguide.com/subject/chocolate/","M&M's","42"
"1593890472-3462","https://thegoodshoppingguide.com/","Ethical Fridges & Freezers","https://thegoodshoppingguide.com/subject/fridges-freezers/","Indesit","68"
"1593890461-3353","https://thegoodshoppingguide.com/","Ethical Paint","https://thegoodshoppingguide.com/subject/paint/","Earthborn","94"
"1593890468-3417","https://thegoodshoppingguide.com/","Ethical Kettles","https://thegoodshoppingguide.com/subject/kettles/","Pifco","77"
"1593890510-3814","https://thegoodshoppingguide.com/","Ethical Cold Remedies","https://thegoodshoppingguide.com/subject/ethical-cold-remedies/","Day Nurse","27"
"1593890492-3642","https://thegoodshoppingguide.com/","Ethical Soap","https://thegoodshoppingguide.com/subject/soap/","Nivea","58"
"1593890573-4275","https://thegoodshoppingguide.com/","Ethical Fashion Retailers","https://thegoodshoppingguide.com/subject/ethical-fashion-retailers/","Topman","50"
"1593890568-4212","https://thegoodshoppingguide.com/","Ethical Baby Food","https://thegoodshoppingguide.com/subject/baby-food/","Milupa","50"
"1593890551-4093","https://thegoodshoppingguide.com/","Ethical Cat & Dog Food","https://thegoodshoppingguide.com/subject/cat-dog-food/","Pascoe's","73"
"1593890546-4030","https://thegoodshoppingguide.com/","Ethical Coffee","https://thegoodshoppingguide.com/subject/coffee/","Lavazza","63"
"1593890519-3864","https://thegoodshoppingguide.com/","Ethical Tea","https://thegoodshoppingguide.com/subject/tea/","Morrison's","67"
"1593890492-3629","https://thegoodshoppingguide.com/","Ethical Soap","https://thegoodshoppingguide.com/subject/soap/","Honesty","92"
"1593890551-4085","https://thegoodshoppingguide.com/","Ethical Cat & Dog Food","https://thegoodshoppingguide.com/subject/cat-dog-food/","KooKut","82"
"1593890538-3976","https://thegoodshoppingguide.com/","Ethical Dog Food","https://thegoodshoppingguide.com/subject/ethical-dog-food/","Pooch & Mutt","82"
"1593890557-4142","https://thegoodshoppingguide.com/","Ethical Bread","https://thegoodshoppingguide.com/subject/bread/","Sunblest","54"
"1593890495-3683","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","Garnier","42"
"1593890461-3364","https://thegoodshoppingguide.com/","Ethical Paint","https://thegoodshoppingguide.com/subject/paint/","Dulux","33"
"1593890570-4213","https://thegoodshoppingguide.com/","Ethical Shoes & Trainers","https://thegoodshoppingguide.com/subject/shoes-trainers/","Ethletic","92"
"1593890492-3630","https://thegoodshoppingguide.com/","Ethical Soap","https://thegoodshoppingguide.com/subject/soap/","Lush","92"
"1593890470-3437","https://thegoodshoppingguide.com/","Ethical Furniture‍‍‍","https://thegoodshoppingguide.com/subject/ethical-furniture%e2%80%8d%e2%80%8d%e2%80%8d/","House of Fraser","54"
"1593890510-3810","https://thegoodshoppingguide.com/","Ethical Cold Remedies","https://thegoodshoppingguide.com/subject/ethical-cold-remedies/","Benylin 4 Flu","42"
"1593890516-3850","https://thegoodshoppingguide.com/","Ethical Tinned Tuna","https://thegoodshoppingguide.com/subject/tinned-tuna/","Asda","46"
"1593890470-3436","https://thegoodshoppingguide.com/","Ethical Furniture‍‍‍","https://thegoodshoppingguide.com/subject/ethical-furniture%e2%80%8d%e2%80%8d%e2%80%8d/","IKEA","59"
"1593890433-3131","https://thegoodshoppingguide.com/","Ethical Printers","https://thegoodshoppingguide.com/subject/printers/","HP","32"
"1593890532-3936","https://thegoodshoppingguide.com/","Ethical Margarine","https://thegoodshoppingguide.com/subject/margarine/","GranoVita","62"
"1593890475-3478","https://thegoodshoppingguide.com/","Ethical Flower Delivery Companies","https://thegoodshoppingguide.com/subject/ethical-flower-delivery-companies/","Appleyard Flowers","70"
"1593890544-4010","https://thegoodshoppingguide.com/","Ethical Coffee Shops","https://thegoodshoppingguide.com/subject/coffee-shops/","Puccino's","61"
"1593890514-3840","https://thegoodshoppingguide.com/","Ethical Vegan & Vegetarian Foods","https://thegoodshoppingguide.com/subject/vegetarian-foods/","Gardein","50"
"1593890488-3596","https://thegoodshoppingguide.com/","Ethical Toothpaste","https://thegoodshoppingguide.com/subject/ethical-toothpaste/","Dabur","65"
"1593890431-3118","https://thegoodshoppingguide.com/","Ethical TV and Broadband","https://thegoodshoppingguide.com/subject/tv-and-broadband/","Sky","75"
"1593890508-3791","https://thegoodshoppingguide.com/","Ethical Feminine Care","https://thegoodshoppingguide.com/subject/ethical-feminine-care/","The Diva Cup","83"
"1593890510-3805","https://thegoodshoppingguide.com/","Ethical Cold Remedies","https://thegoodshoppingguide.com/subject/ethical-cold-remedies/","Olbas Oil","65"
"1593890431-3108","https://thegoodshoppingguide.com/","Ethical TV and Broadband","https://thegoodshoppingguide.com/subject/tv-and-broadband/","TalkTalk","95"
"1593890479-3529","https://thegoodshoppingguide.com/","Ethical Cookers","https://thegoodshoppingguide.com/subject/cookers/","Indesit","68"
"1593890551-4079","https://thegoodshoppingguide.com/","Ethical Cat & Dog Food","https://thegoodshoppingguide.com/subject/cat-dog-food/","Scrumbles","91"
"1593890466-3403","https://thegoodshoppingguide.com/","Ethical Kitchen Appliances","https://thegoodshoppingguide.com/subject/kitchen-appliances/","Gaggenau","73"
"1593890451-3261","https://thegoodshoppingguide.com/","Ethical Banks & Building Societies‍‍‍","https://thegoodshoppingguide.com/subject/ethical-banks-building-societies%e2%80%8d%e2%80%8d%e2%80%8d/","TSB Bank","66"
"1593890455-3292","https://thegoodshoppingguide.com/","Ethical Washing Machines","https://thegoodshoppingguide.com/subject/washing-machines/","Baumatic","91"
"1593890570-4234","https://thegoodshoppingguide.com/","Ethical Shoes & Trainers","https://thegoodshoppingguide.com/subject/shoes-trainers/","Merrell","61"
"1593890451-3264","https://thegoodshoppingguide.com/","Ethical Banks & Building Societies‍‍‍","https://thegoodshoppingguide.com/subject/ethical-banks-building-societies%e2%80%8d%e2%80%8d%e2%80%8d/","N26","61"
"1593890512-3825","https://thegoodshoppingguide.com/","Ethical Yoghurt","https://thegoodshoppingguide.com/subject/yoghurt/","Muller","50"
"1593890508-3800","https://thegoodshoppingguide.com/","Ethical Feminine Care","https://thegoodshoppingguide.com/subject/ethical-feminine-care/","Carefree","33"
"1593890477-3505","https://thegoodshoppingguide.com/","Ethical Dishwashers","https://thegoodshoppingguide.com/subject/dishwashers/","Whirlpool","68"
"1593890519-3873","https://thegoodshoppingguide.com/","Ethical Tea","https://thegoodshoppingguide.com/subject/tea/","Tetley","46"
"1593890457-3315","https://thegoodshoppingguide.com/","Ethical Vaccum Cleaners","https://thegoodshoppingguide.com/subject/vaccum-cleaners/","Medivac","86"
"1593890546-4034","https://thegoodshoppingguide.com/","Ethical Coffee","https://thegoodshoppingguide.com/subject/coffee/","Tesco","50"
"1593890435-3153","https://thegoodshoppingguide.com/","Ethical PC's, Laptops and Tablets","https://thegoodshoppingguide.com/subject/pcs-laptops-and-tablets/","HP","46"
"1593890536-3959","https://thegoodshoppingguide.com/","Ethical Ice Cream","https://thegoodshoppingguide.com/subject/ice-cream/","Yeo Valley","79"
"1593890551-4072","https://thegoodshoppingguide.com/","Ethical Cat & Dog Food","https://thegoodshoppingguide.com/subject/cat-dog-food/","Burns","91"
"1593890470-3426","https://thegoodshoppingguide.com/","Ethical Furniture‍‍‍","https://thegoodshoppingguide.com/subject/ethical-furniture%e2%80%8d%e2%80%8d%e2%80%8d/","Bensons For Beds","82"
"1593890466-3399","https://thegoodshoppingguide.com/","Ethical Kitchen Appliances","https://thegoodshoppingguide.com/subject/kitchen-appliances/","Philips","77"
"1593890549-4055","https://thegoodshoppingguide.com/","Ethical Chocolate","https://thegoodshoppingguide.com/subject/chocolate/","Galaxy","42"
"1593890575-4293","https://thegoodshoppingguide.com/","Ethical Electricity Suppliers","https://thegoodshoppingguide.com/subject/electricity-suppliers/","SSE Airtricity (NI)","70"
"1593890431-3112","https://thegoodshoppingguide.com/","Ethical TV and Broadband","https://thegoodshoppingguide.com/subject/tv-and-broadband/","TenTel","85"
"1593890575-4297","https://thegoodshoppingguide.com/","Ethical Electricity Suppliers","https://thegoodshoppingguide.com/subject/electricity-suppliers/","Sainsbury's Energy from British Gas","50"
"1593890555-4118","https://thegoodshoppingguide.com/","Ethical Breakfast Cereal","https://thegoodshoppingguide.com/subject/breakfast-cereal/","Jordans","75"
"1593890435-3151","https://thegoodshoppingguide.com/","Ethical PC's, Laptops and Tablets","https://thegoodshoppingguide.com/subject/pcs-laptops-and-tablets/","Apple","50"
"1593890495-3656","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","TanOrganic","100"
"1593890559-4144","https://thegoodshoppingguide.com/","Ethical Bottled Water","https://thegoodshoppingguide.com/subject/bottled-water/","One Water","100"
"1593890521-3877","https://thegoodshoppingguide.com/","Ethical Supermarkets","https://thegoodshoppingguide.com/subject/supermarkets/","Budgens","68"
"1593890433-3130","https://thegoodshoppingguide.com/","Ethical Printers","https://thegoodshoppingguide.com/subject/printers/","Canon","50"
"1593890457-3326","https://thegoodshoppingguide.com/","Ethical Vaccum Cleaners","https://thegoodshoppingguide.com/subject/vaccum-cleaners/","Panasonic","64"
"1593890529-3926","https://thegoodshoppingguide.com/","Ethical Pasta, Pulses and Rice","https://thegoodshoppingguide.com/subject/pasta-pulse-and-rices/","Barilla","79"
"1593890549-4063","https://thegoodshoppingguide.com/","Ethical Chocolate","https://thegoodshoppingguide.com/subject/chocolate/","Snickers","42"
"1593890472-3466","https://thegoodshoppingguide.com/","Ethical Fridges & Freezers","https://thegoodshoppingguide.com/subject/fridges-freezers/","LG","55"
"1593890459-3328","https://thegoodshoppingguide.com/","Ethical Televisions","https://thegoodshoppingguide.com/subject/televisions/","Sharp","91"
"1593890468-3413","https://thegoodshoppingguide.com/","Ethical Kettles","https://thegoodshoppingguide.com/subject/kettles/","De'Longhi","77"
"1593890438-3167","https://thegoodshoppingguide.com/","Ethical Mobile Phones","https://thegoodshoppingguide.com/subject/mobile-phones/","Samsung","50"
"1593890573-4281","https://thegoodshoppingguide.com/","Ethical Fashion Retailers","https://thegoodshoppingguide.com/subject/ethical-fashion-retailers/","Matalan","43"
"1593890488-3594","https://thegoodshoppingguide.com/","Ethical Toothpaste","https://thegoodshoppingguide.com/subject/ethical-toothpaste/","Nelson","69"
"1593890497-3717","https://thegoodshoppingguide.com/","Ethical Shampoo & Conditioner","https://thegoodshoppingguide.com/subject/shampoo-conditioner/","Garnier Ultimate Blends","42"
"1593890477-3491","https://thegoodshoppingguide.com/","Ethical Dishwashers","https://thegoodshoppingguide.com/subject/dishwashers/","Prima","86"
"1593890490-3606","https://thegoodshoppingguide.com/","Ethical Sun Protection","https://thegoodshoppingguide.com/subject/sun-protection/","Lavera","96"
"1593890453-3279","https://thegoodshoppingguide.com/","Ethical Washing Up Liquid","https://thegoodshoppingguide.com/subject/washing-up-liquid/","EcoLeaf (Suma)","95"
"1593890544-4006","https://thegoodshoppingguide.com/","Ethical Coffee Shops","https://thegoodshoppingguide.com/subject/coffee-shops/","AMT Coffee","65"
"1593890575-4287","https://thegoodshoppingguide.com/","Ethical Electricity Suppliers","https://thegoodshoppingguide.com/subject/electricity-suppliers/","Green Electricity* by Ecotricity","85"
"1593890495-3691","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","REN","35"
"1593890566-4196","https://thegoodshoppingguide.com/","Ethical Bananas","https://thegoodshoppingguide.com/subject/bananas/","Marks & Spencer","71"
"1593890483-3569","https://thegoodshoppingguide.com/","Ethical Boilers","https://thegoodshoppingguide.com/subject/boilers/","Ideal Boilers","55"
"1593890448-3224","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","Ecclesiastical","72"
"1593890492-3632","https://thegoodshoppingguide.com/","Ethical Soap","https://thegoodshoppingguide.com/subject/soap/","PHB Ethical Beauty","92"
"1593890505-3768","https://thegoodshoppingguide.com/","Ethical Make Up","https://thegoodshoppingguide.com/subject/make-up/","Benefit","46"
"1593890455-3308","https://thegoodshoppingguide.com/","Ethical Washing Machines","https://thegoodshoppingguide.com/subject/washing-machines/","Indesit","68"
"1593890559-4152","https://thegoodshoppingguide.com/","Ethical Bottled Water","https://thegoodshoppingguide.com/subject/bottled-water/","Deeside Mineral Water","80"
"1593890492-3635","https://thegoodshoppingguide.com/","Ethical Soap","https://thegoodshoppingguide.com/subject/soap/","Caurnie Soap","85"
"1593890464-3367","https://thegoodshoppingguide.com/","Ethical Laundry Detergents","https://thegoodshoppingguide.com/subject/laundry-detergents/","Living Naturally","100"
"1593890479-3528","https://thegoodshoppingguide.com/","Ethical Cookers","https://thegoodshoppingguide.com/subject/cookers/","Hotpoint","68"
"1593890495-3675","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","E45","50"
"1593890497-3722","https://thegoodshoppingguide.com/","Ethical Shampoo & Conditioner","https://thegoodshoppingguide.com/subject/shampoo-conditioner/","Alberto Balsam","35"
"1593890444-3195","https://thegoodshoppingguide.com/","Ethical Mortgages","https://thegoodshoppingguide.com/subject/ethical-mortgages/","The Co-operative Bank","83"
"1593890505-3762","https://thegoodshoppingguide.com/","Ethical Make Up","https://thegoodshoppingguide.com/subject/make-up/","Lavera","88"
"1593890562-4163","https://thegoodshoppingguide.com/","Ethical Biscuits","https://thegoodshoppingguide.com/subject/biscuits/","Walkers","79"
"1593890468-3421","https://thegoodshoppingguide.com/","Ethical Kettles","https://thegoodshoppingguide.com/subject/kettles/","Bosch","64"
"1593890468-3415","https://thegoodshoppingguide.com/","Ethical Kettles","https://thegoodshoppingguide.com/subject/kettles/","Hinari","77"
"1593890555-4123","https://thegoodshoppingguide.com/","Ethical Breakfast Cereal","https://thegoodshoppingguide.com/subject/breakfast-cereal/","Kashi","58"
"1593890503-3745","https://thegoodshoppingguide.com/","Ethical Nappies","https://thegoodshoppingguide.com/subject/nappies/","Beaming Baby","87"
"1593890472-3461","https://thegoodshoppingguide.com/","Ethical Fridges & Freezers","https://thegoodshoppingguide.com/subject/fridges-freezers/","Hotpoint","68"
"1593890573-4280","https://thegoodshoppingguide.com/","Ethical Fashion Retailers","https://thegoodshoppingguide.com/subject/ethical-fashion-retailers/","Primark","47"
"1593890503-3749","https://thegoodshoppingguide.com/","Ethical Nappies","https://thegoodshoppingguide.com/subject/nappies/","Charlie Banana (washable)","79"
"1593890546-4029","https://thegoodshoppingguide.com/","Ethical Coffee","https://thegoodshoppingguide.com/subject/coffee/","illy","67"
"1593890448-3236","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","Grove & Dean","61"
"1593890488-3595","https://thegoodshoppingguide.com/","Ethical Toothpaste","https://thegoodshoppingguide.com/subject/ethical-toothpaste/","Sarakan","69"
"1593890492-3641","https://thegoodshoppingguide.com/","Ethical Soap","https://thegoodshoppingguide.com/subject/soap/","Crabtree & Evelyn","58"
"1593890435-3137","https://thegoodshoppingguide.com/","Ethical PC's, Laptops and Tablets","https://thegoodshoppingguide.com/subject/pcs-laptops-and-tablets/","Aleutia","79"
"1593890551-4101","https://thegoodshoppingguide.com/","Ethical Cat & Dog Food","https://thegoodshoppingguide.com/subject/cat-dog-food/","Go Cat","50"
"1593890448-3216","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","ETA","89"
"1593890564-4188","https://thegoodshoppingguide.com/","Ethical Beer, Lager and Cider","https://thegoodshoppingguide.com/subject/beer-lager-and-cider/","Heineken","54"
"1593890464-3381","https://thegoodshoppingguide.com/","Ethical Laundry Detergents","https://thegoodshoppingguide.com/subject/laundry-detergents/","Ecover","36"
"1593890559-4148","https://thegoodshoppingguide.com/","Ethical Bottled Water","https://thegoodshoppingguide.com/subject/bottled-water/","Harrogate Spring Water","85"
"1593890495-3688","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","Clean & Clear","35"
"1593890527-3908","https://thegoodshoppingguide.com/","Ethical Soft Drinks","https://thegoodshoppingguide.com/subject/soft-drinks/","Britvic","75"
"1593890486-3588","https://thegoodshoppingguide.com/","Ethical Vitamins","https://thegoodshoppingguide.com/subject/ethical-vitamins/","Sanatogen","29"
"1593890461-3358","https://thegoodshoppingguide.com/","Ethical Paint","https://thegoodshoppingguide.com/subject/paint/","Crown","83"
"1593890483-3555","https://thegoodshoppingguide.com/","Ethical Boilers","https://thegoodshoppingguide.com/subject/boilers/","GLOW Worm","91"
"1593890544-4011","https://thegoodshoppingguide.com/","Ethical Coffee Shops","https://thegoodshoppingguide.com/subject/coffee-shops/","Coffee#1","58"
"1593890546-4027","https://thegoodshoppingguide.com/","Ethical Coffee","https://thegoodshoppingguide.com/subject/coffee/","Morrison's","67"
"1593890564-4185","https://thegoodshoppingguide.com/","Ethical Beer, Lager and Cider","https://thegoodshoppingguide.com/subject/beer-lager-and-cider/","Holsten Pils","58"
"1593890566-4198","https://thegoodshoppingguide.com/","Ethical Bananas","https://thegoodshoppingguide.com/subject/bananas/","Chiquita","67"
"1593890519-3872","https://thegoodshoppingguide.com/","Ethical Tea","https://thegoodshoppingguide.com/subject/tea/","PG Tips","46"
"1593890546-4032","https://thegoodshoppingguide.com/","Ethical Coffee","https://thegoodshoppingguide.com/subject/coffee/","Nescafe","54"
"1593890568-4211","https://thegoodshoppingguide.com/","Ethical Baby Food","https://thegoodshoppingguide.com/subject/baby-food/","Cow & Gate","50"
"1593890505-3770","https://thegoodshoppingguide.com/","Ethical Make Up","https://thegoodshoppingguide.com/subject/make-up/","Lancôme","46"
"1593890570-4224","https://thegoodshoppingguide.com/","Ethical Shoes & Trainers","https://thegoodshoppingguide.com/subject/shoes-trainers/","Faith","69"
"1593890570-4217","https://thegoodshoppingguide.com/","Ethical Shoes & Trainers","https://thegoodshoppingguide.com/subject/shoes-trainers/","Ugg","77"
"1593890451-3270","https://thegoodshoppingguide.com/","Ethical Banks & Building Societies‍‍‍","https://thegoodshoppingguide.com/subject/ethical-banks-building-societies%e2%80%8d%e2%80%8d%e2%80%8d/","Citibank","33"
"1593890505-3757","https://thegoodshoppingguide.com/","Ethical Make Up","https://thegoodshoppingguide.com/subject/make-up/","Neal's Yard Remedies","100"
